"FECHA","SECTOR_ECONOMICO","DEUDA"
31/3/15,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",25561012341.97
31/3/15,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",6513632739.86
30/4/15,"O - Otras actividades de servicios comunitarios, sociales y personales",14968792670
30/4/15,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",6638597983.24
30/4/15,"I - TRANSPORTE Y ALMACENAMIENTO",12181386303.73
30/4/15,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",29231931377.4
30/4/15,"M - ENSEÑANZA",4488777989.78
30/4/15,"Y - CONSUMO DE BIENES Y SERVICIOS",174637189754.36
31/5/15,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",36642250444.94
31/5/15,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",30919123469.83
30/6/15,"D - INDUSTRIA MANUFACTURERA",55612029948.55
30/6/15,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",18795080261.51
31/7/15,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",132961230133.58
31/7/15,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",30960443730.1
31/8/15,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",109313798895.87
31/8/15,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",7546235744.84
30/9/15,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",44582479707.47
30/9/15,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",3246092758.24
30/9/15,"B - PESCA",81867856.77
31/10/15,"D - INDUSTRIA MANUFACTURERA",56852944594.86
31/10/15,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",46630226415.82
30/11/15,"Y - CONSUMO DE BIENES Y SERVICIOS",201896491065.64
30/11/15,"J - ACTIVIDADES FINANCIERAS Y DE SEGURO",39882033032.9
30/11/15,"D - INDUSTRIA MANUFACTURERA",60680973060.14
30/11/15,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",3459836023.08
31/12/15,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",3238695371.93
31/1/16,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",8139187230
31/1/16,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",8228694894.94
31/1/16,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",29173573250.29
31/1/16,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",34441770576.52
29/2/16,"F - CONSTRUCCIÓN",59652372072.45
29/2/16,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",28197258929.98
31/3/16,"Y - CONSUMO DE BIENES Y SERVICIOS",204625802173.54
31/3/16,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",37517812057.58
30/4/16,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",38891007642.94
30/4/16,"M - ENSEÑANZA",4452452475.24
31/5/16,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",143830348576.75
30/6/16,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",118975660363.61
30/6/16,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",145546829545.56
30/6/16,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",33649586655.18
30/6/16,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",2072422451.39
31/7/16,"I - TRANSPORTE Y ALMACENAMIENTO",15047759042.37
31/7/16,"M - ENSEÑANZA",4693935371.31
31/7/16,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",2305710859.55
31/8/16,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",2450293366.08
30/9/16,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",149276931367.25
30/9/16,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",46730171159.88
30/9/16,"O - Otras actividades de servicios comunitarios, sociales y personales",16118400553.61
30/9/16,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",8744336049.12
30/11/16,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",13288194480.71
31/12/16,"J - ACTIVIDADES FINANCIERAS Y DE SEGURO",30803008893.72
31/12/16,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",7324708303.31
31/12/16,"M - ENSEÑANZA",4984648196.04
31/12/16,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",11675715892.62
31/1/17,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",43554436217.78
31/1/17,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",12672006017.92
31/1/17,"F - CONSTRUCCIÓN",80267537125.28
28/2/17,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",45793767336.88
28/2/17,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",8287447382.39
28/2/17,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",757805336.97
31/3/17,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",45508565857.69
31/3/17,"I - TRANSPORTE Y ALMACENAMIENTO",16916633845.56
31/3/17,"F - CONSTRUCCIÓN",73435889906.94
31/3/17,"B - PESCA",107649611.79
30/4/17,"O - Otras actividades de servicios comunitarios, sociales y personales",16357140864.58
31/5/17,"O - Otras actividades de servicios comunitarios, sociales y personales",16394282430.66
31/5/17,"J - ACTIVIDADES FINANCIERAS Y DE SEGURO",31688777851.26
31/5/17,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",34217922955.93
30/6/17,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",128995234101.74
30/6/17,"I - TRANSPORTE Y ALMACENAMIENTO",17825766389.51
30/6/17,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",20089771248.59
31/7/17,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",49269291661.97
31/8/17,"B - PESCA",104588512
31/8/17,"J - ACTIVIDADES FINANCIERAS Y DE SEGURO",27450579738.74
31/8/17,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",20011299769.24
31/8/17,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",917014916.78
30/9/17,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",166657282349.96
30/9/17,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",10299021192.37
30/9/17,"O - Otras actividades de servicios comunitarios, sociales y personales",17529458718.16
30/9/17,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",18812776912.69
31/10/17,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",168133603171.94
31/10/17,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",45349475879.19
31/10/17,"F - CONSTRUCCIÓN",71945786761.17
30/11/17,"Y - CONSUMO DE BIENES Y SERVICIOS",262612388832.02
30/11/17,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",21206449960.28
31/12/17,"D - INDUSTRIA MANUFACTURERA",65635474511.28
31/1/18,"D - INDUSTRIA MANUFACTURERA",65842598370.36
31/1/18,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",21058083475.39
31/1/18,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",48034874659.91
28/2/18,"Y - CONSUMO DE BIENES Y SERVICIOS",261380726523.03
28/2/18,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",9237233573.34
28/2/18,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",1697307062.65
28/2/18,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",29691506646.58
31/3/18,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",173354700006.02
31/3/18,"B - PESCA",124427635.13
30/4/18,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",9728333186.4
31/5/18,"Y - CONSUMO DE BIENES Y SERVICIOS",268725948212.73
31/5/18,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",8432160701.78
30/6/18,"O - Otras actividades de servicios comunitarios, sociales y personales",20389535458.59
30/6/18,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",21321240899.03
30/6/18,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",8145563220.13
30/6/18,"M - ENSEÑANZA",5755131090.71
31/7/18,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",7892984178.46
31/7/18,"M - ENSEÑANZA",5819324330.47
31/7/18,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",2287954388.39
30/9/18,"B - PESCA",130558883.75
31/10/18,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",21926532527.75
31/10/18,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",58725988423.64
31/10/18,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",7704602745.58
30/11/18,"O - Otras actividades de servicios comunitarios, sociales y personales",19805052297.61
30/11/18,"J - ACTIVIDADES FINANCIERAS Y DE SEGURO",37893277309.93
30/11/18,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",33578946016.49
30/11/18,"B - PESCA",139329398.43
31/12/18,"Y - CONSUMO DE BIENES Y SERVICIOS",287938861691.11
31/12/18,"M - ENSEÑANZA",6552138905.73
31/12/18,"J - ACTIVIDADES FINANCIERAS Y DE SEGURO",38124881536.41
31/12/18,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",1690034721.7
31/1/19,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",11682836093.86
31/1/19,"F - CONSTRUCCIÓN",68260479552.09
31/1/19,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",7687509413.51
31/1/19,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",1501577679.9
28/2/19,"O - Otras actividades de servicios comunitarios, sociales y personales",20127074942
28/2/19,"M - ENSEÑANZA",6386935910.34
31/3/19,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",190135266969.78
31/3/19,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",1592613771.53
30/4/19,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",153274916803.93
30/4/19,"F - CONSTRUCCIÓN",69223087655.66
30/4/19,"B - PESCA",194515706.48
31/5/19,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",7740074637.41
30/6/19,"Y - CONSUMO DE BIENES Y SERVICIOS",303381536838.8
30/6/19,"J - ACTIVIDADES FINANCIERAS Y DE SEGURO",48728690768.89
30/6/19,"B - PESCA",274805782.98
31/7/19,"I - TRANSPORTE Y ALMACENAMIENTO",22415033062.1
31/8/19,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",12162164476.11
30/9/19,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",160382695044.15
30/9/19,"F - CONSTRUCCIÓN",71064340895.22
30/9/19,"D - INDUSTRIA MANUFACTURERA",79810785507.42
30/9/19,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",47384920003.1
31/10/19,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",7506922354.08
31/10/19,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",161843575112.16
31/10/19,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",12387414319.29
31/10/19,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",29307887549.19
31/10/19,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",1701004036.01
30/11/19,"M - ENSEÑANZA",6210457700.19
31/12/19,"Y - CONSUMO DE BIENES Y SERVICIOS",326949403283.48
31/12/19,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",72831619532.89
31/12/19,"I - TRANSPORTE Y ALMACENAMIENTO",29213592038.22
31/12/19,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",1748269878.48
31/1/20,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",72770005154.44
31/1/20,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",12731885949.64
31/1/20,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",210460728334.42
31/1/20,"F - CONSTRUCCIÓN",78129772628.83
29/2/20,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",21859508296.57
29/2/20,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",164421901954.22
29/2/20,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",72853168969.04
29/2/20,"M - ENSEÑANZA",6732395854.05
31/3/20,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",72254850740.85
31/3/20,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",166239852495.47
30/4/20,"B - PESCA",274665596.95
30/4/20,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",30694784789.01
31/5/20,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",64174832587.71
31/5/20,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",24188922056.29
31/5/20,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",13716806006.49
31/5/20,"M - ENSEÑANZA",6669021919.25
30/6/20,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",175091885636.75
30/6/20,"O - Otras actividades de servicios comunitarios, sociales y personales",21671780671.16
30/6/20,"F - CONSTRUCCIÓN",83887923677.45
30/6/20,"M - ENSEÑANZA",6704169704.2
31/8/20,"M - ENSEÑANZA",6708762994.22
31/8/20,"I - TRANSPORTE Y ALMACENAMIENTO",33162615894.69
30/9/20,"O - Otras actividades de servicios comunitarios, sociales y personales",22176176704.6
31/10/20,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",220547356970.02
31/10/20,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",68636689458.04
30/11/20,"Y - CONSUMO DE BIENES Y SERVICIOS",331387061516.24
30/11/20,"I - TRANSPORTE Y ALMACENAMIENTO",37126026794.77
30/11/20,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",2306774004.59
31/12/20,"J - ACTIVIDADES FINANCIERAS Y DE SEGURO",42861022345.25
31/12/20,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",2315988410.64
31/1/21,"Y - CONSUMO DE BIENES Y SERVICIOS",325468040155.54
31/1/21,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",71676431031.65
28/2/21,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",23708025149.95
31/3/21,"D - INDUSTRIA MANUFACTURERA",96453485176.55
31/3/21,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",7355198438.47
30/4/21,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",230188489649.9
31/5/21,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",24719650847.1
31/5/21,"O - Otras actividades de servicios comunitarios, sociales y personales",22298926642.9
31/5/21,"B - PESCA",240872012.06
30/6/21,"D - INDUSTRIA MANUFACTURERA",105758921452.38
31/8/21,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",181966947742.87
31/8/21,"M - ENSEÑANZA",7526241472.89
31/8/21,"I - TRANSPORTE Y ALMACENAMIENTO",37506527910.94
31/8/21,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",240753387402.18
31/8/21,"Y - CONSUMO DE BIENES Y SERVICIOS",341712046164.74
30/9/21,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",29495391892.14
30/9/21,"M - ENSEÑANZA",7427070506.41
31/10/21,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",247954006803.37
31/10/21,"F - CONSTRUCCIÓN",79829459947.72
31/10/21,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",4157974604.45
30/11/21,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",85670931935.85
30/11/21,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",669944555.27
31/12/21,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",253456638970.64
31/12/21,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",78112260877.57
31/1/22,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",18102587433.62
31/1/22,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",29383529421.83
31/1/22,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",875652715.35
31/1/22,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",25884228355.24
28/2/22,"Y - CONSUMO DE BIENES Y SERVICIOS",370319819227.36
28/2/22,"J - ACTIVIDADES FINANCIERAS Y DE SEGURO",77039342378.16
31/3/22,"J - ACTIVIDADES FINANCIERAS Y DE SEGURO",74320487728.99
31/3/22,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",24925842519.33
31/3/22,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",25249096566.51
31/3/22,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",7376901584.18
30/4/22,"Y - CONSUMO DE BIENES Y SERVICIOS",381685579178.35
30/4/22,"D - INDUSTRIA MANUFACTURERA",121640019415.46
30/4/22,"F - CONSTRUCCIÓN",77483365961.76
31/5/22,"I - TRANSPORTE Y ALMACENAMIENTO",34251950903.98
30/6/22,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",272708969166.16
31/8/22,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",26023407168.15
30/9/22,"O - Otras actividades de servicios comunitarios, sociales y personales",27176885461.33
30/9/22,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",22384772294.1
30/9/22,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",8491752480.22
30/11/22,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",291701290501.42
30/11/22,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",86775973710.83
30/11/22,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",4230061113.09
30/11/22,"M - ENSEÑANZA",8202983012.37
31/12/22,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",21361385722.77
31/12/22,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",33203295730.59
31/1/23,"J - ACTIVIDADES FINANCIERAS Y DE SEGURO",77132297086.29
31/1/23,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",8939910897.79
31/1/23,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",33242783479.47
31/1/23,"M - ENSEÑANZA",7490585852.88
28/2/23,"J - ACTIVIDADES FINANCIERAS Y DE SEGURO",82657981010.62
31/3/23,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",93540468514.13
31/3/23,"D - INDUSTRIA MANUFACTURERA",129124996460.11
31/3/23,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",220098819655.17
30/4/23,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",20543192676.46
30/4/23,"D - INDUSTRIA MANUFACTURERA",131166947634.5
30/4/23,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",633649534.41
30/4/23,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",308323316361.35
30/6/23,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",316122629966.68
30/6/23,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",38542492610.65
31/7/23,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",320815125677.17
31/7/23,"O - Otras actividades de servicios comunitarios, sociales y personales",33256605224.81
31/7/23,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",18961299015.93
31/7/23,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",6577759283.49
31/7/23,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",690916203.42
31/8/23,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",23442291772.53
31/8/23,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",103673240621.66
31/8/23,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",246440454185.83
30/9/23,"F - CONSTRUCCIÓN",104868445509.96
30/9/23,"I - TRANSPORTE Y ALMACENAMIENTO",40171822025.85
31/10/23,"I - TRANSPORTE Y ALMACENAMIENTO",41702046617.07
31/10/23,"M - ENSEÑANZA",7834637246.27
30/11/23,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",18669469664.71
30/11/23,"I - TRANSPORTE Y ALMACENAMIENTO",42134827748.12
30/11/23,"Y - CONSUMO DE BIENES Y SERVICIOS",535151258763.13
31/12/23,"Y - CONSUMO DE BIENES Y SERVICIOS",533389507812.87
31/1/24,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",38596015113.02
31/1/24,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",24141013118.08
31/1/24,"B - PESCA",384405755.06
29/2/24,"D - INDUSTRIA MANUFACTURERA",148521935486.83
29/2/24,"M - ENSEÑANZA",7529735498.73
29/2/24,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",18583832241.7
29/2/24,"Y - CONSUMO DE BIENES Y SERVICIOS",551706641206.79
31/3/24,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",268784461526.21
31/3/24,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",57002897078.28
